Indicator Name,Year,Value,Group
Lifetime risk of maternal death (1 in: rate varies by country),1975,14.9,Mortality
"Incidence of malaria (per 1,000 population at risk)",1975,,Demographics
"Community health workers (per 1,000 people)",1975,,Healthcare
"Immunization, HepB3 (% of one-year-old children)",1975,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,1975,,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,1975,,Other Health Indicators
Children (0-14) living with HIV,1975,-1.733058235,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",1975,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",1975,49.32935451,Mortality
Women's share of population ages 15+ living with HIV (%),1975,34.94636545,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",1975,0.772913686,Mortality
"Cause of death, by injury (% of total)",1975,2.022668284,Mortality
Number of deaths ages 15-19 years,1975,6.863878929,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",1975,2.822765929,Other Health Indicators
Rural population growth (annual %),1975,3.670333535,Demographics
"Completeness of birth registration, urban (%)",1975,6.650619198,Other Health Indicators
"Population, male (% of total population)",1975,7.779932366,Demographics
"Age dependency ratio, young (% of working-age population)",1975,10.2931847,Demographics
Population ages 15-64 (% of total population),1975,68.23346446,Demographics
"Population ages 15-64, female (% of female population)",1975,68.1267317,Demographics
Population ages 0-14 (% of total population),1975,23.84511544,Demographics
"Population ages 0-14, female (% of female population)",1975,22.92230095,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1975,,Other Health Indicators
Wanted fertility rate (births per woman),1975,,Other Health Indicators
"Life expectancy at birth, male (years)",1975,71.73,Longevity
"Mortality rate, infant (per 1,000 live births)",1975,10.0,Mortality
"Death rate, crude (per 1,000 people)",1975,6.3,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",1975,4.149,Other Health Indicators
Prevalence of anemia among pregnant women (%),1975,,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1975,,Other Health Indicators
"Physicians (per 1,000 people)",1975,1.1,Healthcare
"Immunization, measles (% of children ages 12-23 months)",1975,,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",1975,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1975,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",1975,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",1975,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",1975,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",1975,,Mortality
"Mortality rate, under-5 (per 1,000 live births)",1975,13.3,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",1975,,Mortality
"Cause of death, by non-communicable diseases (% of total)",1975,,Mortality
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1975,,Mortality
Number of deaths ages 5-9 years,1975,,Mortality
Prevalence of anemia among children (% of children ages 6-59 months),1975,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",1975,,Other Health Indicators
"Population, total",1976,112775000.0,Demographics
Urban population,1976,85645846.0,Demographics
Rural population,1976,27129154.0,Demographics
"Population, female",1976,57129496.0,Demographics
Sex ratio at birth (male births per female births),1976,1.062,Other Health Indicators
Population growth (annual %),1976,1.07155981,Demographics
"Population, male",1976,55645504.0,Demographics
Age group distribution -male,1976,,Other Health Indicators
"Population ages 00-04, male (% of male population)",1976,1.300731102,Demographics
"Population ages 05-09, male (% of male population)",1976,3.424730673,Demographics
"Population ages 10-14, male (% of male population)",1976,5.228425294,Demographics
"Population ages 15-19, male (% of male population)",1976,7.526377821,Demographics
"Population ages 20-24, male (% of male population)",1976,8.338682192,Demographics
"Population ages 25-29, male (% of male population)",1976,7.867638368,Demographics
"Population ages 30-34, male (% of male population)",1976,68.17089954,Demographics
"Population ages 35-39, male (% of male population)",1976,7.170094627,Demographics
"Population ages 40-44, male (% of male population)",1976,8.28682375,Demographics
"Population ages 45-49, male (% of male population)",1976,24.81789278,Demographics
"Population ages 50-54, male (% of male population)",1976,9.33541422,Demographics
"Population ages 55-59, male (% of male population)",1976,11.95738568,Demographics
"Population ages 60-64, male (% of male population)",1976,1.417279338,Demographics
"Population ages 65-69, male (% of male population)",1976,3901422.0,Demographics
"Population ages 70-74, male (% of male population)",1976,3.497498218,Demographics
"Population ages 75-79, male (% of male population)",1976,4.674323159,Demographics
"Population ages 80 and above, male (% of male population)",1976,7.557695932,Demographics
age distribution female,1976,,Other Health Indicators
"Population ages 00-04, female (% of female population)",1976,9.813271105,Demographics
"Population ages 05-09, female (% of female population)",1976,6.589503863,Demographics
"Population ages 10-14, female (% of female population)",1976,76678450.0,Demographics
"Population ages 15-19, female (% of female population)",1976,2.519885372,Demographics
"Population ages 20-24, female (% of female population)",1976,38744409.0,Demographics
"Population ages 25-29, female (% of female population)",1976,6.66304093,Demographics
"Population ages 30-34, female (% of female population)",1976,16.3,Demographics
"Population ages 35-39, female (% of female population)",1976,,Demographics
"Population ages 40-44, female (% of female population)",1976,26927812.0,Demographics
"Population ages 45-49, female (% of female population)",1976,13117771.0,Demographics
"Population ages 50-54, female (% of female population)",1976,77.522392,Demographics
"Population ages 55-59, female (% of female population)",1976,8.130115915,Demographics
"Population ages 60-64, female (% of female population)",1976,9.219959468,Demographics
"Population ages 65-69, female (% of female population)",1976,74.68658537,Demographics
"Population ages 70-74, female (% of female population)",1976,,Demographics
"Population ages 75-79, female (% of female population)",1976,8.2,Demographics
"Population ages 80 and above, female (% of female population)",1976,,Demographics
Dependancy,1976,,Other Health Indicators
"Population ages 65 and above, female (% of female population)",1976,,Demographics
"Age dependency ratio, old (% of working-age population)",1976,,Demographics
"Population ages 0-14, female",1976,,Demographics
"Population ages 0-14, male (% of male population)",1976,,Demographics
"Population ages 0-14, total",1976,,Demographics
"Population ages 15-64, female",1976,,Demographics
"Population ages 15-64, male (% of male population)",1976,1.78529654,Demographics
"Population ages 15-64, total",1976,9168738.0,Demographics
Population ages 65 and above (% of total population),1976,5267316.0,Demographics
"Population ages 65 and above, female",1976,4.130364367,Demographics
"Population ages 65 and above, male",1976,5.797643871,Demographics
"Population ages 65 and above, total",1976,7.238346286,Demographics
"Survival to age 65, male (% of cohort)",1976,7.885891402,Longevity
"Life expectancy at birth, total (years)",1976,7.48081345,Longevity
"Mortality rate, infant, female (per 1,000 live births)",1976,6.650719528,Mortality
"Birth rate, crude (per 1,000 people)",1976,7.699044672,Other Health Indicators
Vitamin A supplementation coverage rate (% of children ages 6-59 months),1976,8.599381966,Other Health Indicators
Prevalence of undernourishment (% of population),1976,1.85,Demographics
Prevalence of severe food insecurity in the population (%),1976,10.5,Demographics
"Domestic private health expenditure per capita, PPP (current international $)",1976,79.972,Healthcare
External health expenditure per capita (current US$),1976,,Healthcare
"External health expenditure per capita, PPP (current international $)",1976,,Healthcare
Current health expenditure per capita (current US$),1976,,Healthcare
Completeness of birth registration (%),1976,,Other Health Indicators
"Completeness of birth registration, female (%)",1976,,Other Health Indicators
"Fertility rate, total (births per woman)",1976,,Other Health Indicators
"Mortality rate, infant, male (per 1,000 live births)",1976,,Mortality
"Mortality rate, adult, female (per 1,000 female adults)",1976,,Mortality
"Tuberculosis case detection rate (%, all forms)",1976,,Other Health Indicators
"Prevalence of severe wasting, weight for height, female (% of children under 5)",1976,,Other Health Indicators
"Suicide mortality rate, female (per 100,000 female population)",1976,,Demographics
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",1976,,Other Health Indicators
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",1976,,Other Health Indicators
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),1976,,Other Health Indicators
"Maternal mortality ratio (national estimate, per 100,000 live births)",1976,,Mortality
"Prevalence of underweight, weight for age, female (% of children under 5)",1976,,Other Health Indicators
Exclusive breastfeeding (% of children under 6 months),1976,,Other Health Indicators
"Prevalence of current tobacco use, males (% of male adults)",1976,,Other Health Indicators
Lifetime risk of maternal death (%),1976,,Mortality
Use of insecticide-treated bed nets (% of under-5 population),1976,,Demographics
"Nurses and midwives (per 1,000 people)",1976,,Healthcare
"Immunization, DPT (% of children ages 12-23 months)",1976,24574.0,Other Health Indicators
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",1976,,Demographics
Children (ages 0-14) newly infected with HIV,1976,,Other Health Indicators
"Prevalence of HIV, female (% ages 15-24)",1976,,Other Health Indicators
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),1976,,Other Health Indicators
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",1976,,Mortality
"Prevalence of HIV, total (% of population ages 15-49)",1976,,Demographics
"Probability of dying among adolescents ages 10-14 years (per 1,000)",1976,,Mortality
Number of under-five deaths,1976,,Mortality
Number of deaths ages 20-24 years,1976,,Mortality
Prevalence of anemia among women of reproductive age (% of women ages 15-49),1976,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",1976,,Other Health Indicators
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",1976,,Other Health Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",1976,10.9,Other Health Indicators
"Prevalence of underweight, weight for age (% of children under 5)",1976,,Other Health Indicators
Low-birthweight babies (% of births),1976,12066.0,Other Health Indicators
Prevalence of current tobacco use (% of adults),1976,18035.0,Other Health Indicators
Number of maternal deaths,1976,,Mortality
"Specialist surgical workforce (per 100,000 population)",1976,,Demographics
"Hospital beds (per 1,000 people)",1976,47.07522126,Healthcare
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",1976,86.77282,Mortality
"Mortality rate, under-5, female (per 1,000 live births)",1976,77.35,Mortality
"Probability of dying among youth ages 20-24 years (per 1,000)",1976,,Mortality
Number of neonatal deaths,1976,141.801,Mortality
Number of infant deaths,1976,,Mortality
Number of deaths ages 10-14 years,1976,,Mortality
Prevalence of anemia among non-pregnant women (% of women ages 15-49),1976,,Other Health Indicators
Age dependency ratio (% of working-age population),1976,,Demographics
"Survival to age 65, female (% of cohort)",1976,,Longevity
"Life expectancy at birth, female (years)",1976,,Longevity
"Mortality rate, adult, male (per 1,000 male adults)",1976,,Mortality
Tuberculosis treatment success rate (% of new cases),1976,,Other Health Indicators
"Prevalence of wasting, weight for height (% of children under 5)",1976,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",1976,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",1976,,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",1976,,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",1976,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1976,,Mortality
Diabetes prevalence (% of population ages 20 to 79),1976,,Demographics
Pregnant women receiving prenatal care (%),1976,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",1976,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",1976,6.4,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),1976,14.0,Mortality
"Incidence of malaria (per 1,000 population at risk)",1976,,Demographics
"Community health workers (per 1,000 people)",1976,,Healthcare
"Immunization, HepB3 (% of one-year-old children)",1976,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,1976,,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,1976,,Other Health Indicators
Children (0-14) living with HIV,1976,0.128235833,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",1976,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",1976,49.34205624,Mortality
Women's share of population ages 15+ living with HIV (%),1976,35.11783558,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",1976,0.807713061,Mortality
"Cause of death, by injury (% of total)",1976,2.029963556,Mortality
Number of deaths ages 15-19 years,1976,7.011207682,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",1976,2.872799963,Other Health Indicators
Rural population growth (annual %),1976,3.679492635,Demographics
"Completeness of birth registration, urban (%)",1976,6.744980719,Other Health Indicators
"Population, male (% of total population)",1976,7.889991358,Demographics
"Age dependency ratio, young (% of working-age population)",1976,10.30048585,Demographics
Population ages 15-64 (% of total population),1976,67.99241814,Demographics
"Population ages 15-64, female (% of female population)",1976,67.81857296,Demographics
Population ages 0-14 (% of total population),1976,23.87746594,Demographics
"Population ages 0-14, female (% of female population)",1976,22.96146757,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1976,,Other Health Indicators
Wanted fertility rate (births per woman),1976,,Other Health Indicators
"Life expectancy at birth, male (years)",1976,72.15,Longevity
"Mortality rate, infant (per 1,000 live births)",1976,9.4,Mortality
"Death rate, crude (per 1,000 people)",1976,6.3,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",1976,3.677,Other Health Indicators
Prevalence of anemia among pregnant women (%),1976,,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1976,,Other Health Indicators
"Physicians (per 1,000 people)",1976,1.1,Healthcare
"Immunization, measles (% of children ages 12-23 months)",1976,,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",1976,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1976,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",1976,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",1976,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",1976,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",1976,,Mortality
"Mortality rate, under-5 (per 1,000 live births)",1976,12.5,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",1976,,Mortality
"Cause of death, by non-communicable diseases (% of total)",1976,,Mortality
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1976,,Mortality
Number of deaths ages 5-9 years,1976,,Mortality
Prevalence of anemia among children (% of children ages 6-59 months),1976,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",1976,,Other Health Indicators
"Population, total",1977,113872000.0,Demographics
Urban population,1977,86544997.0,Demographics
Rural population,1977,27327003.0,Demographics
"Population, female",1977,57669974.0,Demographics
Sex ratio at birth (male births per female births),1977,1.061,Other Health Indicators
Population growth (annual %),1977,0.968032726,Demographics
"Population, male",1977,56202026.0,Demographics
Age group distribution -male,1977,,Other Health Indicators
"Population ages 00-04, male (% of male population)",1977,1.348766541,Demographics
"Population ages 05-09, male (% of male population)",1977,3.370084375,Demographics
"Population ages 10-14, male (% of male population)",1977,5.559541786,Demographics
"Population ages 15-19, male (% of male population)",1977,7.475062494,Demographics
"Population ages 20-24, male (% of male population)",1977,8.634091411,Demographics
"Population ages 25-29, male (% of male population)",1977,7.466184855,Demographics
"Population ages 30-34, male (% of male population)",1977,68.03313151,Demographics
"Population ages 35-39, male (% of male population)",1977,7.114433821,Demographics
"Population ages 40-44, male (% of male population)",1977,8.653151863,Demographics
"Population ages 45-49, male (% of male population)",1977,24.79191192,Demographics
"Population ages 50-54, male (% of male population)",1977,8.993590218,Demographics
"Population ages 55-59, male (% of male population)",1977,12.33214204,Demographics
"Population ages 60-64, male (% of male population)",1977,1.489285748,Demographics
"Population ages 65-69, male (% of male population)",1977,4032471.0,Demographics
"Population ages 70-74, male (% of male population)",1977,3.578145217,Demographics
"Population ages 75-79, male (% of male population)",1977,4.828206615,Demographics
"Population ages 80 and above, male (% of male population)",1977,7.683950606,Demographics
age distribution female,1977,,Other Health Indicators
"Population ages 00-04, female (% of female population)",1977,9.320406064,Demographics
"Population ages 05-09, female (% of female population)",1977,6.655491599,Demographics
"Population ages 10-14, female (% of female population)",1977,77181774.0,Demographics
"Population ages 15-19, female (% of female population)",1977,2.587358711,Demographics
"Population ages 20-24, female (% of female population)",1977,38945776.0,Demographics
"Population ages 25-29, female (% of female population)",1977,6.629798853,Demographics
"Population ages 30-34, female (% of female population)",1977,15.5,Demographics
"Population ages 35-39, female (% of female population)",1977,,Demographics
"Population ages 40-44, female (% of female population)",1977,27172060.0,Demographics
"Population ages 45-49, female (% of female population)",1977,13238503.0,Demographics
"Population ages 50-54, female (% of female population)",1977,78.240203,Demographics
"Population ages 55-59, female (% of female population)",1977,8.35865363,Demographics
"Population ages 60-64, female (% of female population)",1977,9.51222052,Demographics
"Population ages 65-69, female (% of female population)",1977,75.25585366,Demographics
"Population ages 70-74, female (% of female population)",1977,,Demographics
"Population ages 75-79, female (% of female population)",1977,7.8,Demographics
"Population ages 80 and above, female (% of female population)",1977,,Demographics
Dependancy,1977,,Other Health Indicators
"Population ages 65 and above, female (% of female population)",1977,,Demographics
"Age dependency ratio, old (% of working-age population)",1977,,Demographics
"Population ages 0-14, female",1977,,Demographics
"Population ages 0-14, male (% of male population)",1977,,Demographics
"Population ages 0-14, total",1977,,Demographics
"Population ages 15-64, female",1977,,Demographics
"Population ages 15-64, male (% of male population)",1977,1.857430843,Demographics
"Population ages 15-64, total",1977,9518166.0,Demographics
Population ages 65 and above (% of total population),1977,5485695.0,Demographics
"Population ages 65 and above, female",1977,4.107178994,Demographics
"Population ages 65 and above, male",1977,5.910015849,Demographics
"Population ages 65 and above, total",1977,7.205883747,Demographics
"Survival to age 65, male (% of cohort)",1977,8.164540013,Longevity
"Life expectancy at birth, total (years)",1977,7.081786852,Longevity
"Mortality rate, infant, female (per 1,000 live births)",1977,6.574694033,Mortality
"Birth rate, crude (per 1,000 people)",1977,8.032531218,Other Health Indicators
Vitamin A supplementation coverage rate (% of children ages 6-59 months),1977,8.293295036,Other Health Indicators
Prevalence of undernourishment (% of population),1977,1.8,Demographics
Prevalence of severe food insecurity in the population (%),1977,9.9,Demographics
"Domestic private health expenditure per capita, PPP (current international $)",1977,75.647,Healthcare
External health expenditure per capita (current US$),1977,,Healthcare
"External health expenditure per capita, PPP (current international $)",1977,,Healthcare
Current health expenditure per capita (current US$),1977,,Healthcare
Completeness of birth registration (%),1977,,Other Health Indicators
"Completeness of birth registration, female (%)",1977,,Other Health Indicators
"Fertility rate, total (births per woman)",1977,,Other Health Indicators
"Mortality rate, infant, male (per 1,000 live births)",1977,,Mortality
"Mortality rate, adult, female (per 1,000 female adults)",1977,,Mortality
"Tuberculosis case detection rate (%, all forms)",1977,,Other Health Indicators
"Prevalence of severe wasting, weight for height, female (% of children under 5)",1977,,Other Health Indicators
"Suicide mortality rate, female (per 100,000 female population)",1977,,Demographics
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",1977,,Other Health Indicators
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",1977,,Other Health Indicators
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),1977,,Other Health Indicators
"Maternal mortality ratio (national estimate, per 100,000 live births)",1977,,Mortality
"Prevalence of underweight, weight for age, female (% of children under 5)",1977,,Other Health Indicators
Exclusive breastfeeding (% of children under 6 months),1977,,Other Health Indicators
"Prevalence of current tobacco use, males (% of male adults)",1977,,Other Health Indicators
Lifetime risk of maternal death (%),1977,,Mortality
Use of insecticide-treated bed nets (% of under-5 population),1977,,Demographics
"Nurses and midwives (per 1,000 people)",1977,,Healthcare
"Immunization, DPT (% of children ages 12-23 months)",1977,22209.0,Other Health Indicators
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",1977,,Demographics
Children (ages 0-14) newly infected with HIV,1977,,Other Health Indicators
"Prevalence of HIV, female (% ages 15-24)",1977,,Other Health Indicators
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),1977,,Other Health Indicators
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",1977,,Mortality
"Prevalence of HIV, total (% of population ages 15-49)",1977,,Demographics
"Probability of dying among adolescents ages 10-14 years (per 1,000)",1977,,Mortality
Number of under-five deaths,1977,,Mortality
Number of deaths ages 20-24 years,1977,,Mortality
Prevalence of anemia among women of reproductive age (% of women ages 15-49),1977,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",1977,,Other Health Indicators
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",1977,,Other Health Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",1977,10.3,Other Health Indicators
"Prevalence of underweight, weight for age (% of children under 5)",1977,,Other Health Indicators
Low-birthweight babies (% of births),1977,10908.0,Other Health Indicators
Prevalence of current tobacco use (% of adults),1977,16134.0,Other Health Indicators
Number of maternal deaths,1977,,Mortality
"Specialist surgical workforce (per 100,000 population)",1977,,Demographics
"Hospital beds (per 1,000 people)",1977,47.5374225,Healthcare
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",1977,87.378726,Mortality
"Mortality rate, under-5, female (per 1,000 live births)",1977,77.95,Mortality
"Probability of dying among youth ages 20-24 years (per 1,000)",1977,,Mortality
Number of neonatal deaths,1977,137.399,Mortality
Number of infant deaths,1977,,Mortality
Number of deaths ages 10-14 years,1977,,Mortality
Prevalence of anemia among non-pregnant women (% of women ages 15-49),1977,,Other Health Indicators
Age dependency ratio (% of working-age population),1977,,Demographics
"Survival to age 65, female (% of cohort)",1977,,Longevity
"Life expectancy at birth, female (years)",1977,,Longevity
"Mortality rate, adult, male (per 1,000 male adults)",1977,,Mortality
Tuberculosis treatment success rate (% of new cases),1977,,Other Health Indicators
"Prevalence of wasting, weight for height (% of children under 5)",1977,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",1977,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",1977,,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",1977,,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",1977,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1977,,Mortality
Diabetes prevalence (% of population ages 20 to 79),1977,,Demographics
Pregnant women receiving prenatal care (%),1977,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",1977,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",1977,6.1,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),1977,13.2,Mortality
"Incidence of malaria (per 1,000 population at risk)",1977,,Demographics
"Community health workers (per 1,000 people)",1977,,Healthcare
"Immunization, HepB3 (% of one-year-old children)",1977,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,1977,,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,1977,,Other Health Indicators
Children (0-14) living with HIV,1977,0.726639122,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",1977,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",1977,49.35543919,Mortality
Women's share of population ages 15+ living with HIV (%),1977,35.20528046,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",1977,0.853882859,Mortality
"Cause of death, by injury (% of total)",1977,2.070785604,Mortality
Number of deaths ages 15-19 years,1977,7.174956565,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",1977,2.901521561,Other Health Indicators
Rural population growth (annual %),1977,3.758578387,Demographics
"Completeness of birth registration, urban (%)",1977,6.82837013,Other Health Indicators
"Population, male (% of total population)",1977,8.030731884,Demographics
"Age dependency ratio, young (% of working-age population)",1977,9.796052368,Demographics
Population ages 15-64 (% of total population),1977,67.77941384,Demographics
"Population ages 15-64, female (% of female population)",1977,67.53215437,Demographics
Population ages 0-14 (% of total population),1977,23.86193253,Demographics
"Population ages 0-14, female (% of female population)",1977,22.95562511,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1977,,Other Health Indicators
Wanted fertility rate (births per woman),1977,,Other Health Indicators
"Life expectancy at birth, male (years)",1977,72.69,Longevity
"Mortality rate, infant (per 1,000 live births)",1977,8.8,Mortality
"Death rate, crude (per 1,000 people)",1977,6.1,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",1977,3.445,Other Health Indicators
Prevalence of anemia among pregnant women (%),1977,,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1977,,Other Health Indicators
"Physicians (per 1,000 people)",1977,1.2,Healthcare
"Immunization, measles (% of children ages 12-23 months)",1977,,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",1977,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1977,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",1977,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",1977,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",1977,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",1977,,Mortality
"Mortality rate, under-5 (per 1,000 live births)",1977,11.8,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",1977,,Mortality
"Cause of death, by non-communicable diseases (% of total)",1977,,Mortality
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1977,,Mortality
Number of deaths ages 5-9 years,1977,,Mortality
Prevalence of anemia among children (% of children ages 6-59 months),1977,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",1977,,Other Health Indicators
"Population, total",1978,114913000.0,Demographics
Urban population,1978,87402828.0,Demographics
Rural population,1978,27510172.0,Demographics
"Population, female",1978,58183173.0,Demographics
Sex ratio at birth (male births per female births),1978,1.06,Other Health Indicators
Population growth (annual %),1978,0.910030976,Demographics
"Population, male",1978,56729827.0,Demographics
Age group distribution -male,1978,,Other Health Indicators
"Population ages 00-04, male (% of male population)",1978,1.385632143,Demographics
"Population ages 05-09, male (% of male population)",1978,3.2921893,Demographics
"Population ages 10-14, male (% of male population)",1978,5.826243388,Demographics
"Population ages 15-19, male (% of male population)",1978,7.346896861,Demographics
"Population ages 20-24, male (% of male population)",1978,8.98279278,Demographics
"Population ages 25-29, male (% of male population)",1978,7.19707308,Demographics
"Population ages 30-34, male (% of male population)",1978,67.93629559,Demographics
"Population ages 35-39, male (% of male population)",1978,7.069516398,Demographics
"Population ages 40-44, male (% of male population)",1978,8.865678959,Demographics
"Population ages 45-49, male (% of male population)",1978,24.71534103,Demographics
"Population ages 50-54, male (% of male population)",1978,8.555959509,Demographics
"Population ages 55-59, male (% of male population)",1978,12.71848289,Demographics
"Population ages 60-64, male (% of male population)",1978,1.566521053,Demographics
"Population ages 65-69, male (% of male population)",1978,4168714.0,Demographics
"Population ages 70-74, male (% of male population)",1978,3.647626718,Demographics
"Population ages 75-79, male (% of male population)",1978,5.017994121,Demographics
"Population ages 80 and above, male (% of male population)",1978,7.891159451,Demographics
age distribution female,1978,,Other Health Indicators
"Population ages 00-04, female (% of female population)",1978,8.676021399,Demographics
"Population ages 05-09, female (% of female population)",1978,6.708899198,Demographics
"Population ages 10-14, female (% of female population)",1978,77688063.0,Demographics
"Population ages 15-19, female (% of female population)",1978,2.687917953,Demographics
"Population ages 20-24, female (% of female population)",1978,39147920.0,Demographics
"Population ages 25-29, female (% of female population)",1978,6.78048924,Demographics
"Population ages 30-34, female (% of female population)",1978,14.9,Demographics
"Population ages 35-39, female (% of female population)",1978,,Demographics
"Population ages 40-44, female (% of female population)",1978,27344194.0,Demographics
"Population ages 45-49, female (% of female population)",1978,13323223.0,Demographics
"Population ages 50-54, female (% of female population)",1978,78.825755,Demographics
"Population ages 55-59, female (% of female population)",1978,8.598455332,Demographics
"Population ages 60-64, female (% of female population)",1978,9.817321505,Demographics
"Population ages 65-69, female (% of female population)",1978,75.58463415,Demographics
"Population ages 70-74, female (% of female population)",1978,,Demographics
"Population ages 75-79, female (% of female population)",1978,7.3,Demographics
"Population ages 80 and above, female (% of female population)",1978,,Demographics
