Indicator Name,Year,Value,Group
Dependancy,1978,,Other Health Indicators
"Population ages 65 and above, female (% of female population)",1978,,Demographics
"Age dependency ratio, old (% of working-age population)",1978,,Demographics
"Population ages 0-14, female",1978,,Demographics
"Population ages 0-14, male (% of male population)",1978,,Demographics
"Population ages 0-14, total",1978,,Demographics
"Population ages 15-64, female",1978,,Demographics
"Population ages 15-64, male (% of male population)",1978,1.915255782,Demographics
"Population ages 15-64, total",1978,9880743.0,Demographics
Population ages 65 and above (% of total population),1978,5712029.0,Demographics
"Population ages 65 and above, female",1978,4.064995149,Demographics
"Population ages 65 and above, male",1978,6.011866838,Demographics
"Population ages 65 and above, total",1978,7.09496938,Demographics
"Survival to age 65, male (% of cohort)",1978,8.506440935,Longevity
"Life expectancy at birth, total (years)",1978,6.790085913,Longevity
"Mortality rate, infant, female (per 1,000 live births)",1978,6.521489202,Mortality
"Birth rate, crude (per 1,000 people)",1978,8.214782223,Other Health Indicators
Vitamin A supplementation coverage rate (% of children ages 6-59 months),1978,7.903485445,Other Health Indicators
Prevalence of undernourishment (% of population),1978,1.79,Demographics
Prevalence of severe food insecurity in the population (%),1978,9.3,Demographics
"Domestic private health expenditure per capita, PPP (current international $)",1978,73.2,Healthcare
External health expenditure per capita (current US$),1978,,Healthcare
"External health expenditure per capita, PPP (current international $)",1978,,Healthcare
Current health expenditure per capita (current US$),1978,,Healthcare
Completeness of birth registration (%),1978,,Other Health Indicators
"Completeness of birth registration, female (%)",1978,,Other Health Indicators
"Fertility rate, total (births per woman)",1978,,Other Health Indicators
"Mortality rate, infant, male (per 1,000 live births)",1978,,Mortality
"Mortality rate, adult, female (per 1,000 female adults)",1978,,Mortality
"Tuberculosis case detection rate (%, all forms)",1978,,Other Health Indicators
"Prevalence of severe wasting, weight for height, female (% of children under 5)",1978,,Other Health Indicators
"Suicide mortality rate, female (per 100,000 female population)",1978,,Demographics
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",1978,,Other Health Indicators
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",1978,,Other Health Indicators
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),1978,,Other Health Indicators
"Maternal mortality ratio (national estimate, per 100,000 live births)",1978,,Mortality
"Prevalence of underweight, weight for age, female (% of children under 5)",1978,,Other Health Indicators
Exclusive breastfeeding (% of children under 6 months),1978,,Other Health Indicators
"Prevalence of current tobacco use, males (% of male adults)",1978,,Other Health Indicators
Lifetime risk of maternal death (%),1978,,Mortality
Use of insecticide-treated bed nets (% of under-5 population),1978,,Demographics
"Nurses and midwives (per 1,000 people)",1978,,Healthcare
"Immunization, DPT (% of children ages 12-23 months)",1978,20170.0,Other Health Indicators
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",1978,,Demographics
Children (ages 0-14) newly infected with HIV,1978,,Other Health Indicators
"Prevalence of HIV, female (% ages 15-24)",1978,,Other Health Indicators
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),1978,,Other Health Indicators
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",1978,,Mortality
"Prevalence of HIV, total (% of population ages 15-49)",1978,,Demographics
"Probability of dying among adolescents ages 10-14 years (per 1,000)",1978,,Mortality
Number of under-five deaths,1978,,Mortality
Number of deaths ages 20-24 years,1978,,Mortality
Prevalence of anemia among women of reproductive age (% of women ages 15-49),1978,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",1978,,Other Health Indicators
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",1978,,Other Health Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",1978,9.8,Other Health Indicators
"Prevalence of underweight, weight for age (% of children under 5)",1978,,Other Health Indicators
Low-birthweight babies (% of births),1978,9912.0,Other Health Indicators
Prevalence of current tobacco use (% of adults),1978,14635.0,Other Health Indicators
Number of maternal deaths,1978,,Mortality
"Specialist surgical workforce (per 100,000 population)",1978,,Demographics
"Hospital beds (per 1,000 people)",1978,47.91590312,Healthcare
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",1978,87.866562,Mortality
"Mortality rate, under-5, female (per 1,000 live births)",1978,78.33,Mortality
"Probability of dying among youth ages 20-24 years (per 1,000)",1978,,Mortality
Number of neonatal deaths,1978,134.551,Mortality
Number of infant deaths,1978,,Mortality
Number of deaths ages 10-14 years,1978,,Mortality
Prevalence of anemia among non-pregnant women (% of women ages 15-49),1978,,Other Health Indicators
Age dependency ratio (% of working-age population),1978,,Demographics
"Survival to age 65, female (% of cohort)",1978,,Longevity
"Life expectancy at birth, female (years)",1978,,Longevity
"Mortality rate, adult, male (per 1,000 male adults)",1978,,Mortality
Tuberculosis treatment success rate (% of new cases),1978,,Other Health Indicators
"Prevalence of wasting, weight for height (% of children under 5)",1978,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",1978,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",1978,,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",1978,,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",1978,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1978,,Mortality
Diabetes prevalence (% of population ages 20 to 79),1978,,Demographics
Pregnant women receiving prenatal care (%),1978,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",1978,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",1978,5.7,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),1978,12.4,Mortality
"Incidence of malaria (per 1,000 population at risk)",1978,,Demographics
"Community health workers (per 1,000 people)",1978,,Healthcare
"Immunization, HepB3 (% of one-year-old children)",1978,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,1978,,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,1978,,Other Health Indicators
Children (0-14) living with HIV,1978,0.668049298,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",1978,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",1978,49.36763225,Mortality
Women's share of population ages 15+ living with HIV (%),1978,35.19742023,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",1978,0.903004282,Mortality
"Cause of death, by injury (% of total)",1978,2.12720821,Mortality
Number of deaths ages 15-19 years,1978,7.348363379,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",1978,2.932518744,Other Health Indicators
Rural population growth (annual %),1978,3.938357407,Demographics
"Completeness of birth registration, urban (%)",1978,6.887954833,Other Health Indicators
"Population, male (% of total population)",1978,8.251041864,Demographics
"Age dependency ratio, young (% of working-age population)",1978,9.144229683,Demographics
Population ages 15-64 (% of total population),1978,67.60598319,Demographics
"Population ages 15-64, female (% of female population)",1978,67.28392159,Demographics
Population ages 0-14 (% of total population),1978,23.79556148,Demographics
"Population ages 0-14, female (% of female population)",1978,22.89875691,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1978,,Other Health Indicators
Wanted fertility rate (births per woman),1978,,Other Health Indicators
"Life expectancy at birth, male (years)",1978,72.97,Longevity
"Mortality rate, infant (per 1,000 live births)",1978,8.3,Mortality
"Death rate, crude (per 1,000 people)",1978,6.1,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",1978,3.512,Other Health Indicators
Prevalence of anemia among pregnant women (%),1978,,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1978,,Other Health Indicators
"Physicians (per 1,000 people)",1978,1.2,Healthcare
"Immunization, measles (% of children ages 12-23 months)",1978,,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",1978,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1978,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",1978,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",1978,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",1978,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",1978,,Mortality
"Mortality rate, under-5 (per 1,000 live births)",1978,11.1,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",1978,,Mortality
